Id	ConditionId	BornMagic	EnemyBornMagic	PartnerBornMagic	Description
2267117			[712002]		新矿区-第四章-boss词缀-强机制类-3-主宰
2267118			[780292]		新矿区-第四章-boss词缀-强机制类-4-辐射
2267121			[783921]		新矿区-第一章-重返矩阵-天气-大招伤害+50%
2267122		[783927, 783928]			新矿区-第二章-无限火力-天气-回球效率提升；消球增伤
2267123					新矿区-第四章-实力验证-天气-马车标记无实际效果
2267124		[783933, 783934]	[783902]		新矿区-第四章-实力验证-天气-治疗效果降低；闪避回血增伤；火属性弱点
2267125		[783933, 783934]	[783904]		新矿区-第四章-实力验证-天气-治疗效果降低；闪避回血增伤；覆冰弱点
2267201		[783941]			新矿区-教学章节-插件效果-所有成员冰属性伤害+9%
2267202		[783942]			新矿区-教学章节-插件效果-所有成员覆冰伤害+18%
2267203		[783943, 783944]			新矿区-教学章节-插件效果-所有成员冰属性伤害+27%，覆冰伤害+27%
2267204		[783945]			新矿区-第一章-插件效果-所有成员暗属性伤害+9%，焚烧伤害+9%。洁塔薇获得该加成效果翻倍。
2267205		[783946]			新矿区-第一章-插件效果-所有成员暗属性伤害+18%，焚烧伤害+18%。洁塔薇获得该加成效果翻倍。
2267206		[783951, 783952]			新矿区-第二章-插件效果-所有成员雷属性伤害+9%，空属性伤害+9%
2267207		[783953]			新矿区-第二章-插件效果-造成空属性伤害时，使Boss获得12%的空属性弱点，持续10秒，重复触发刷新
2267208		[783955]			新矿区-第二章-插件效果-造成雷属性伤害时，使Boss获得12%的雷属性弱点，持续10秒，重复触发刷新
2267209		[783957]			新矿区-第二章-插件效果-消球时，每消1个球，就有20%概率额外获得1枚信号球
2267210		[783958, 783959]			新矿区-第三章-插件效果-所有成员物理伤害+9%，电束伤害+9%
2267211		[783960, 783961]			新矿区-第三章-插件效果-所有成员物理伤害+18%，电束伤害+18%
2267212		[783962]			新矿区-第三章-插件效果-造成物理伤害时，使自身暴击伤害提升10%，持续10秒，最高叠加至40%，重复触发刷新
2267213		[783964]			新矿区-第三章-插件效果-造成电束伤害时，使Boss获得18%的电束弱点，持续10秒，重复触发刷新
2267214		[783966]			新矿区-第三章-插件效果-所有成员切换入场时，获得持续10秒的霸体
2267215		[783968]			新矿区-第三章-插件效果-马车移速-30%
2267216		[783969]			新矿区-第三章-插件效果-不与马车交互，直接开始boss战斗，并获得全额Boss词缀加成
2267217		[783970, 783971]			新矿区-第四章-插件效果-所有成员火属性伤害+6%，覆冰伤害+6%
2267218		[783972, 783973]			新矿区-第四章-插件效果-所有成员火属性伤害+12%，覆冰伤害+12%
2267219		[783974]			新矿区-第四章-插件效果-消球时，每消1个球，就有10%概率额外获得1枚信号球
2267220		[783975]			新矿区-第四章-插件效果-造成火属性伤害时，使Boss获得20%的火属性弱点，持续10秒，重复触发刷新
2267221		[783977]			新矿区-第四章-插件效果-造成覆冰伤害时，使Boss获得20%的覆冰弱点，持续10秒，重复触发刷新
2267222		[783979]	[783979]		新矿区-第四章-插件效果-Boss词缀加成效果翻倍
2267223		[783966]			新矿区-第四章-插件效果-所有成员切换入场时，获得持续10秒的霸体
2267224		[783983]	[783983]		新矿区-第四章-插件效果-Boss词缀及插槽天赋转为全属性加成
2267225		[784044]			新矿区-教学章节-插件效果-全属性额外伤害加成+4.5%
2267226		[784045, 784046]			新矿区-第二章-插件效果-所有成员雷属性伤害+35%，空属性伤害+35%
2267227		[734660, 734661]			新矿区-第一章-插件效果-上阵洁塔薇时，信号球恢复速度提升，额外伤害提升200%
2267150		[784001]			新矿区-外循环-第一、三章-槽位1-全属性攻击加成+5%-1级
2267151		[784002]			新矿区-外循环-第一、三章-槽位1-全属性攻击加成+10%-2级
2267152		[784003]			新矿区-外循环-第一、三章-槽位1-全属性攻击加成+15%-3级
2267153		[784004]			新矿区-外循环-第一章-槽位2-最大生命值+10%-1级
2267154		[784005]			新矿区-外循环-第一章-槽位2-最大生命值+20%-2级
2267155		[784006]			新矿区-外循环-第一章-槽位2-最大生命值+35%-3级
2267156		[784007]			新矿区-外循环-第一章-槽位3-切人入场获得信号球2个-1级
2267157		[784008]			新矿区-外循环-第一章-槽位3-切人入场获得信号球3个-2级
2267158		[784009]			新矿区-外循环-第一章-槽位3-切人入场获得信号球4个-3级
2267159		[784010]			新矿区-外循环-第二、四章-槽位1-全属性额外伤害加成+5%-1级
2267160		[784011]			新矿区-外循环-第二、四章-槽位1-全属性额外伤害加成+10%-2级
2267161		[784012]			新矿区-外循环-第二、四章-槽位1-全属性额外伤害加成+15%-3级
2267162		[784013]			新矿区-外循环-第二章-槽位2-治疗效果提升+20%-1级
2267163		[784014]			新矿区-外循环-第二章-槽位2-治疗效果提升+30%-2级
2267164		[784015]			新矿区-外循环-第二章-槽位2-治疗效果提升+50%-3级
2267165		[784016]			新矿区-外循环-第二章-槽位3-闪避成功降低敌人反总-5%，持续8s-1级
2267166		[784017]			新矿区-外循环-第二章-槽位3-闪避成功降低敌人反总-10%，持续8s-2级
2267167		[784018]			新矿区-外循环-第二章-槽位3-闪避成功降低敌人反总-15%，持续8s-3级
2267168		[784022]			新矿区-外循环-第三章-槽位2-切人入场获得最大生命值护盾-1级
2267169		[784023]			新矿区-外循环-第三章-槽位2-切人入场获得最大生命值护盾-2级
2267170		[784024]			新矿区-外循环-第三章-槽位2-切人入场获得最大生命值护盾-3级
2267171			[784028]		新矿区-外循环-第三章-槽位3-超算空间内降低敌人属性抗性-5%，持续5s-1级
2267172			[784029]		新矿区-外循环-第三章-槽位3-超算空间内降低敌人属性抗性-10%，持续5s-2级
2267173			[784030]		新矿区-外循环-第三章-槽位3-超算空间内降低敌人属性抗性-15%，持续5s-3级
2267174		[784034]			新矿区-外循环-第四章-槽位2-受到致死伤害免疫并回至满血1次-1级
2267175		[784035]			新矿区-外循环-第四章-槽位2-受到致死伤害免疫并回至满血2次-2级
2267176		[784036]			新矿区-外循环-第四章-槽位2-受到致死伤害免疫并回至满血3次-3级
2267177		[784038]			新矿区-外循环-第四章-槽位3-满血获得额外伤害加成-1级
2267178		[784039]			新矿区-外循环-第四章-槽位3-满血获得额外伤害加成-2级
2267179		[784040]			新矿区-外循环-第四章-槽位3-满血获得额外伤害加成-3级
2267180			[783990]		新矿区-第四章-关boss技能-茯神-禁用出场投技
2267181			[783991]		新矿区-第四章-关boss技能-茯神1-投技
2267182			[783992]		新矿区-第四章-关boss技能-茯神2-龙吼
2267183			[783993]		新矿区-第四章-关boss技能-光辉1-百裂拳
2267184			[783994]		新矿区-第四章-关boss技能-光辉2-飞天
2267185			[783995]		新矿区-第四章-关boss技能-帕瓦特1-投技
2267186			[783996]		新矿区-第四章-关boss技能-帕瓦特2-转阶段
2267190			[783997]		新矿区-第一章-召唤慈悲者技能-慈悲者二阶段-王之宝库
2267191			[783998]		新矿区-第一章-召唤慈悲者技能-慈悲者二阶段-插地板
2267192			[783999]		新矿区-第一章-召唤慈悲者技能-慈悲者二阶段-降维打击
2270101		[763745]			所有角色穿戴的1号位意识每有一个【意识超频】，进入战斗后可获得1%额外伤害加成
2270102		[763746]			所有角色穿戴的2号位意识每有一个【意识超频】，进入战斗后可获得1%额外伤害加成
2270103		[763747]			所有角色穿戴的3号位意识每有一个【意识超频】，进入战斗后可获得1%额外伤害加成
2270104		[763748]			所有角色穿戴的4号位意识每有一个【意识超频】，进入战斗后可获得1%额外伤害加成
2270105		[763749]			所有角色穿戴的5号位意识每有一个【意识超频】，进入战斗后可获得1%额外伤害加成
2270106		[763750]			所有角色穿戴的6号位意识每有一个【意识超频】，进入战斗后可获得1%额外伤害加成
2270107		[771211]			根除红色病毒标记-挂给玩家
2270108		[771212]			根除绿色病毒标记-挂给玩家
2270109		[771213]			根除蓝色病毒标记-挂给玩家
2270111		[851400, 851452]			光辉同行-拳刃模块标记
2270112		[851401, 851453]			光辉同行-光炮模块标记
2270113		[851403]			光辉同行-能量聚焦被动1
2270114		[851404]			光辉同行-能量聚焦被动1perk1
2270115		[851405]			光辉同行-能量聚焦被动1perk2
2270116		[851406]			光辉同行-能量聚焦被动2
2270117		[851407]			光辉同行-能量聚焦被动2perk1
2270118		[851408]			光辉同行-能量聚焦被动2perk2
2270119		[851409]			光辉同行-双重协议被动1
2270120		[851410]			光辉同行-双重协议被动1perk1
2270121		[851411]			光辉同行-双重协议被动1perk2
2270122		[851412]			光辉同行-双重协议被动2
2270123		[851413]			光辉同行-双重协议被动2perk1
2270124		[851414]			光辉同行-双重协议被动2perk2
2270125		[851415]			光辉同行-格挡
2270126		[851416]			光辉同行-格挡perk1
2270127		[851417]			光辉同行-格挡perk2
2270128		[851418]			光辉同行-格挡perk3
2270129		[851420]			光辉同行-子弹拳
2270130		[851421]			光辉同行-子弹拳perk1
2270131		[851422]			光辉同行-子弹拳perk2
2270132		[851423]			光辉同行-子弹拳perk3
2270133		[851425]			光辉同行-升龙拳
2270134		[851426]			光辉同行-升龙拳perk1
2270135		[851427]			光辉同行-升龙拳perk2
2270136		[851428]			光辉同行-升龙拳perk3
2270137		[851430]			光辉同行-红球
2270138		[851431]			光辉同行-红球perk1
2270139		[851432]			光辉同行-红球perk2
2270140		[851433]			光辉同行-红球perk3
2270141		[851435]			光辉同行-黄球
2270142		[851436]			光辉同行-黄球perk1
2270143		[851437]			光辉同行-黄球perk2
2270144		[851438]			光辉同行-黄球perk3
2270145		[851440]			光辉同行-蓝球
2270146		[851441]			光辉同行-蓝球perk1
2270147		[851442]			光辉同行-蓝球perk2
2270148		[851443]			光辉同行-蓝球perk3
2270149		[851490, 851454]			光辉同行-必杀模块-欧拉拳
2270150		[851491, 851454]			光辉同行-必杀模块-砸地拳
2270151		[851492, 851454]			光辉同行-必杀模块-歼星炮
2270152		[851493, 851454]			光辉同行-必杀模块-斩舰刀
2270153			[819097, 819079]		巴别塔-白毛-力量词缀
2270154			[819090]		巴别塔-白毛-真正的力量词缀
2270155			[854816]		巴别塔-女仆-灵魂融毁I词缀
2270156			[854817]		巴别塔-女仆-灵魂融毁II词缀
2270157		[777143]			巴别塔-对己方负面-精密规划-β-1级
2270158		[777144]			巴别塔-对己方负面-精密规划-β-2级
2270159		[777145]			巴别塔-对己方负面-精密规划-β-3级
2270160		[851450]			光辉同行-能量聚焦模块
2270161		[851451]			光辉同行-双重协议模块
2270162			[777147]		敌人受到来自4米半径外的伤害时，额外伤害减免提升 30%
2270163			[777148]		敌人受到来自4米半径外的伤害时，额外伤害减免提升 45%
2270164			[777149]		敌人受到来自4米半径外的伤害时，额外伤害减免提升 60%
2270165			[777156]		巴别塔新主宰
2270170		[747553]			禧裹团圆 - 小露专用灶台
2270171		[747554]			禧裹团圆 - 兔几美味法
2270172		[747555]			禧裹团圆 - 活力全开棒
2270173		[747556]			禧裹团圆 - 万能提鲜酱
2270174		[747557]			禧裹团圆 - 小露召唤术
2270175		[779881]	[779796]		命运之轮难度1
2270176		[779881]	[779795]		圣堂武士难度1
2270177		[779881]	[779797]		圣堂之轮难度1
2270178			[779799]		隐藏1难度1
2270179			[779800]		隐藏2难度1
2270180			[779801]		隐藏3难度1
2270181		[779881]	[779821]		命运之轮难度2
2270182		[779881]	[779820]		圣堂武士难度2
2270183		[779881]	[779822]		圣堂之轮难度2
2270184			[779824]		隐藏1难度2
2270185			[779786]		隐藏2难度2
2270186			[779814]		隐藏3难度2
2270187		[779881]	[779836]		命运之轮难度3
2270188		[779881]	[779835]		圣堂武士难度3
2270189		[779881]	[779837]		圣堂之轮难度3
2270190			[779838]		隐藏1难度3
2270191			[779819]		隐藏2难度3
2270192			[779815]		隐藏3难度3
2270201		[749272]			情人节迷宫快速通关开启
2270202		[749273]			情人节迷宫忽略引导
2270203		[777239]			巴别塔小怪群闪现额外伤害
2270204		[777236]			巴别塔小怪群给控制效果
2270205		[777235]			巴别塔小怪群增加小弟
2270206		[777241]			巴别塔小怪群减抗性
2270207		[777243]			巴别塔小怪群额外伤害
2270208			[853693]		巴别塔未源投影体-超级主宰
2270209			[853694]		巴别塔未源投影体-双子
2270210			[853695]		巴别塔未源投影体-主宰
2270211			[853696]		巴别塔未源投影体-溟灭
2270212			[853697]		巴别塔未源投影体-抗拒
2270213			[777244, 777286]		巴别塔小怪群击杀奖励
2270214		[777245]			巴别塔小怪群大招增强
2270215			[777275]		巴别塔提法-受难之躯
2270216			[777274]		巴别塔提法-折磨之柱
2270217			[777268]		巴别塔提法-苦难之茧
2270219			[777276]		巴别塔提法- 荆棘之刺
2270218		[777271]			巴别塔提法-治愈呼唤
2270220		[777273]			巴别塔提法-组合出击
2270221		[774600]			每10秒剩余时间提升30%三消伤害
2270222		[774602]			每10秒剩余时间提升20%必杀技伤害
2270223		[774604]			每10秒剩余时间提升10%全伤害
2270224		[774606]			每10秒剩余时间提升40%普攻三消恢复效率
2270225		[774607]			每10秒剩余时间提升10%能量获取效率
2270226			[774611]		每10秒剩余时间降低敌人5%的抗性
2270227		[774613]			每10秒剩余时间提升减少0.5秒QTE冷却（注意8秒qte冷却，最高减到0）
2270228		[774614]			每10秒剩余时间提升减少0.5秒切人冷却（注意15秒切人冷却，最高减到0）
2270229		[774615]			时间流逝速率提升30%，提升200%三消伤害
2270230		[774617]			时间流逝速率提升30%，提升80%必杀技伤害
2270231		[774619]			时间流逝速率提升30%，提升50%全伤害
2270232		[774621]			时间流逝速率提升30%，QTE冷却降低3秒（注意8秒qte冷却，最高减到0）
2270233		[774622]			时间流逝速率提升30%，切人冷却降低6秒（注意15秒切人冷却，最高减到0）
2270234		[774670, 774671]			时间流逝速率提升30%，切人/QTE冷却降低2秒
2270235		[774623]			时间流逝速率提升30%，提升250%普攻三消恢复效率
2270236		[774624]			时间流逝速率提升30%，提升50%能量获取效率
2270237		[774627]	[774625]		时间流逝速率提升30%，降低所有敌人25%的抗性
2270238		[774628]			三消将扣除1秒剩余时间，但其造成的伤害提升100%
2270239		[774630]			必杀技将扣除3秒剩余时间，但其造成的伤害提升50%
2270240		[774632]			QTE将扣除1秒剩余时间，全伤害提升30%
2270241		[774634]			切换角色将扣除3秒剩余时间，全加成加成提升30%
2270242		[774636]			三消将提供1秒剩余时间，其造成的伤害减少80%
2270243		[774638]			必杀技将提供3秒剩余时间，必杀技其造成的伤害减少50%
2270244		[774640]			QTE将提供1秒剩余时间，角色伤害加成减少30%
2270245		[774642]			切换角色将提供3秒剩余时间，角色伤害加成减少30%
2270246		[774644]			三消获得300%的伤害加成，但每拥有10秒的倒计时，该加成都将下降30%（注意不能减到低于0）
2270247		[774646]			必杀技获得200%的伤害加成，但每拥有10秒的倒计时，该加成都将下降20%（注意不能减到低于0）
2270248		[774648]			总伤害获得100%的伤害加成，但每拥有10秒的倒计时，该加成都将下降10%（注意不能减到低于0）
2270249		[774650]			切人时间减少8秒，但每拥有10秒的倒计时，该效果将减少0.5秒（注意不能减到低于0）
2270250		[774651]			QTE时间减少8秒，但每拥有10秒的倒计时，该效果将减少0.5秒（注意不能减到低于0）
2270251		[774652]			每3秒额外获得一组3消球，但每拥有10秒的倒计时，时间间隔都将增加1秒
2270252		[774656]			总伤害提升10%
2270253		[742767, 774425]	[750980, 716010, 774330, 742772]		大象眩晕免疫&三头犬怪物效果&提哥强化计划&怪物基础型模型&提哥动作预加载
